"TIME","SEX","AGE","GEO","UNIT","ICD10","Value","Flag and Footnotes"
"2013","Males","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","30.93","d"
"2013","Males","Total","Belgium","Rate","Dementia","38.95",""
"2013","Males","Total","Bulgaria","Rate","Dementia","0.75",""
"2013","Males","Total","Czechia","Rate","Dementia","13.79",""
"2013","Males","Total","Denmark","Rate","Dementia","45.18",""
"2013","Males","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","34.47",""
"2013","Males","Total","Estonia","Rate","Dementia","4.36",""
"2013","Males","Total","Ireland","Rate","Dementia","41.38",""
"2013","Males","Total","Greece","Rate","Dementia","0.51",""
"2013","Males","Total","Spain","Rate","Dementia","33.18",""
"2013","Males","Total","France","Rate","Dementia","25.09",""
"2013","Males","Total","Croatia","Rate","Dementia","12.41","d"
"2013","Males","Total","Italy","Rate","Dementia","20.94",""
"2013","Males","Total","Cyprus","Rate","Dementia","18.65",""
"2013","Males","Total","Latvia","Rate","Dementia","11.15",""
"2013","Males","Total","Lithuania","Rate","Dementia","2.25",""
"2013","Males","Total","Luxembourg","Rate","Dementia","28.05",""
"2013","Males","Total","Hungary","Rate","Dementia","33.14","d"
"2013","Males","Total","Malta","Rate","Dementia","29.26",""
"2013","Males","Total","Netherlands","Rate","Dementia","66.93",""
"2013","Males","Total","Austria","Rate","Dementia","11.6",""
"2013","Males","Total","Poland","Rate","Dementia","0.61",""
"2013","Males","Total","Portugal","Rate","Dementia","20.6",""
"2013","Males","Total","Romania","Rate","Dementia",":",""
"2013","Males","Total","Slovenia","Rate","Dementia",":",""
"2013","Males","Total","Slovakia","Rate","Dementia","23.35",""
"2013","Males","Total","Finland","Rate","Dementia","45.83",""
"2013","Males","Total","Sweden","Rate","Dementia","52.02",""
"2013","Males","Total","Iceland","Rate","Dementia","30.44",""
"2013","Males","Total","Liechtenstein","Rate","Dementia",":",""
"2013","Males","Total","Norway","Rate","Dementia","40.62",""
"2013","Males","Total","Switzerland","Rate","Dementia","53.9",""
"2013","Males","Total","United Kingdom","Rate","Dementia","66.19",""
"2013","Males","Total","Serbia","Rate","Dementia","12.08",""
"2013","Males","Total","Turkey","Rate","Dementia","1.39","d"
"2013","Males","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.28",""
"2013","Males","Less than 65 years","Belgium","Rate","Dementia","0.27",""
"2013","Males","Less than 65 years","Bulgaria","Rate","Dementia","0.04",""
"2013","Males","Less than 65 years","Czechia","Rate","Dementia","0.31",""
"2013","Males","Less than 65 years","Denmark","Rate","Dementia","0.4",""
"2013","Males","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.32",""
"2013","Males","Less than 65 years","Estonia","Rate","Dementia","0.42",""
"2013","Males","Less than 65 years","Ireland","Rate","Dementia","0.26",""
"2013","Males","Less than 65 years","Greece","Rate","Dementia","0.02",""
"2013","Males","Less than 65 years","Spain","Rate","Dementia","0.39",""
"2013","Males","Less than 65 years","France","Rate","Dementia","0.18",""
"2013","Males","Less than 65 years","Croatia","Rate","Dementia","0.16",""
"2013","Males","Less than 65 years","Italy","Rate","Dementia","0.18",""
"2013","Males","Less than 65 years","Cyprus","Rate","Dementia","0",""
"2013","Males","Less than 65 years","Latvia","Rate","Dementia","0.55",""
"2013","Males","Less than 65 years","Lithuania","Rate","Dementia","0.1",""
"2013","Males","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2013","Males","Less than 65 years","Hungary","Rate","Dementia","0.87",""
"2013","Males","Less than 65 years","Malta","Rate","Dementia","1.56",""
"2013","Males","Less than 65 years","Netherlands","Rate","Dementia","0.48",""
"2013","Males","Less than 65 years","Austria","Rate","Dementia","0.03",""
"2013","Males","Less than 65 years","Poland","Rate","Dementia","0.02",""
"2013","Males","Less than 65 years","Portugal","Rate","Dementia","0.56",""
"2013","Males","Less than 65 years","Romania","Rate","Dementia",":",""
"2013","Males","Less than 65 years","Slovenia","Rate","Dementia",":",""
"2013","Males","Less than 65 years","Slovakia","Rate","Dementia","0.33",""
"2013","Males","Less than 65 years","Finland","Rate","Dementia","0.12",""
"2013","Males","Less than 65 years","Sweden","Rate","Dementia","0.31",""
"2013","Males","Less than 65 years","Iceland","Rate","Dementia","0",""
"2013","Males","Less than 65 years","Liechtenstein","Rate","Dementia",":",""
"2013","Males","Less than 65 years","Norway","Rate","Dementia","0.16",""
"2013","Males","Less than 65 years","Switzerland","Rate","Dementia","0.31",""
"2013","Males","Less than 65 years","United Kingdom","Rate","Dementia","0.57",""
"2013","Males","Less than 65 years","Serbia","Rate","Dementia","0",""
"2013","Males","Less than 65 years","Turkey","Rate","Dementia","0.02",""
"2013","Males","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","157.45","d"
"2013","Males","65 years or over","Belgium","Rate","Dementia","198.61",""
"2013","Males","65 years or over","Bulgaria","Rate","Dementia","3.68",""
"2013","Males","65 years or over","Czechia","Rate","Dementia","69.45",""
"2013","Males","65 years or over","Denmark","Rate","Dementia","230.03",""
"2013","Males","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","175.44",""
"2013","Males","65 years or over","Estonia","Rate","Dementia","20.61",""
"2013","Males","65 years or over","Ireland","Rate","Dementia","211.11",""
"2013","Males","65 years or over","Greece","Rate","Dementia","2.54",""
"2013","Males","65 years or over","Spain","Rate","Dementia","168.56",""
"2013","Males","65 years or over","France","Rate","Dementia","127.93",""
"2013","Males","65 years or over","Croatia","Rate","Dementia","62.96","d"
"2013","Males","65 years or over","Italy","Rate","Dementia","106.63",""
"2013","Males","65 years or over","Cyprus","Rate","Dementia","95.65",""
"2013","Males","65 years or over","Latvia","Rate","Dementia","54.9",""
"2013","Males","65 years or over","Lithuania","Rate","Dementia","11.09",""
"2013","Males","65 years or over","Luxembourg","Rate","Dementia","143.85",""
"2013","Males","65 years or over","Hungary","Rate","Dementia","166.4","d"
"2013","Males","65 years or over","Malta","Rate","Dementia","143.62",""
"2013","Males","65 years or over","Netherlands","Rate","Dementia","341.25",""
"2013","Males","65 years or over","Austria","Rate","Dementia","59.35",""
"2013","Males","65 years or over","Poland","Rate","Dementia","3.03",""
"2013","Males","65 years or over","Portugal","Rate","Dementia","103.34",""
"2013","Males","65 years or over","Romania","Rate","Dementia",":",""
"2013","Males","65 years or over","Slovenia","Rate","Dementia",":",""
"2013","Males","65 years or over","Slovakia","Rate","Dementia","118.42",""
"2013","Males","65 years or over","Finland","Rate","Dementia","234.54",""
"2013","Males","65 years or over","Sweden","Rate","Dementia","265.46",""
"2013","Males","65 years or over","Iceland","Rate","Dementia","156.12",""
"2013","Males","65 years or over","Liechtenstein","Rate","Dementia",":",""
"2013","Males","65 years or over","Norway","Rate","Dementia","207.68",""
"2013","Males","65 years or over","Switzerland","Rate","Dementia","275.11",""
"2013","Males","65 years or over","United Kingdom","Rate","Dementia","337.07",""
"2013","Males","65 years or over","Serbia","Rate","Dementia","61.96",""
"2013","Males","65 years or over","Turkey","Rate","Dementia","7.08","d"
"2013","Females","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","32.96","d"
"2013","Females","Total","Belgium","Rate","Dementia","39.6",""
"2013","Females","Total","Bulgaria","Rate","Dementia","0.82",""
"2013","Females","Total","Czechia","Rate","Dementia","14.09",""
"2013","Females","Total","Denmark","Rate","Dementia","53.12",""
"2013","Females","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","36.44",""
"2013","Females","Total","Estonia","Rate","Dementia","2.82",""
"2013","Females","Total","Ireland","Rate","Dementia","50.28",""
"2013","Females","Total","Greece","Rate","Dementia","1.27",""
"2013","Females","Total","Spain","Rate","Dementia","35.21",""
"2013","Females","Total","France","Rate","Dementia","23.22",""
"2013","Females","Total","Croatia","Rate","Dementia","13.81","d"
"2013","Females","Total","Italy","Rate","Dementia","23.31",""
"2013","Females","Total","Cyprus","Rate","Dementia","15.48",""
"2013","Females","Total","Latvia","Rate","Dementia","11.53",""
"2013","Females","Total","Lithuania","Rate","Dementia","2.97",""
"2013","Females","Total","Luxembourg","Rate","Dementia","44.55",""
"2013","Females","Total","Hungary","Rate","Dementia","33.61","d"
"2013","Females","Total","Malta","Rate","Dementia","45.9",""
"2013","Females","Total","Netherlands","Rate","Dementia","76.69",""
"2013","Females","Total","Austria","Rate","Dementia","12.52",""
"2013","Females","Total","Poland","Rate","Dementia","0.63",""
"2013","Females","Total","Portugal","Rate","Dementia","19.47",""
"2013","Females","Total","Romania","Rate","Dementia","0.01",""
"2013","Females","Total","Slovenia","Rate","Dementia",":",""
"2013","Females","Total","Slovakia","Rate","Dementia","21.21",""
"2013","Females","Total","Finland","Rate","Dementia","39.5",""
"2013","Females","Total","Sweden","Rate","Dementia","59.92",""
"2013","Females","Total","Iceland","Rate","Dementia","28.02",""
"2013","Females","Total","Liechtenstein","Rate","Dementia",":",""
"2013","Females","Total","Norway","Rate","Dementia","48.23",""
"2013","Females","Total","Switzerland","Rate","Dementia","62.02",""
"2013","Females","Total","United Kingdom","Rate","Dementia","76.3",""
"2013","Females","Total","Serbia","Rate","Dementia","15.78",""
"2013","Females","Total","Turkey","Rate","Dementia","1.19","d"
"2013","Females","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.19",""
"2013","Females","Less than 65 years","Belgium","Rate","Dementia","0.22",""
"2013","Females","Less than 65 years","Bulgaria","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Czechia","Rate","Dementia","0.04",""
"2013","Females","Less than 65 years","Denmark","Rate","Dementia","0.39",""
"2013","Females","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.24",""
"2013","Females","Less than 65 years","Estonia","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Ireland","Rate","Dementia","0.33",""
"2013","Females","Less than 65 years","Greece","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Spain","Rate","Dementia","0.16",""
"2013","Females","Less than 65 years","France","Rate","Dementia","0.11",""
"2013","Females","Less than 65 years","Croatia","Rate","Dementia","0.05",""
"2013","Females","Less than 65 years","Italy","Rate","Dementia","0.1",""
"2013","Females","Less than 65 years","Cyprus","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Latvia","Rate","Dementia","0.11",""
"2013","Females","Less than 65 years","Lithuania","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Hungary","Rate","Dementia","0.37",""
"2013","Females","Less than 65 years","Malta","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Netherlands","Rate","Dementia","0.45",""
"2013","Females","Less than 65 years","Austria","Rate","Dementia","0.09",""
"2013","Females","Less than 65 years","Poland","Rate","Dementia","0.02",""
"2013","Females","Less than 65 years","Portugal","Rate","Dementia","0.18",""
"2013","Females","Less than 65 years","Romania","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Slovenia","Rate","Dementia",":",""
"2013","Females","Less than 65 years","Slovakia","Rate","Dementia","0.2",""
"2013","Females","Less than 65 years","Finland","Rate","Dementia","0.28",""
"2013","Females","Less than 65 years","Sweden","Rate","Dementia","0.16",""
"2013","Females","Less than 65 years","Iceland","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Liechtenstein","Rate","Dementia",":",""
"2013","Females","Less than 65 years","Norway","Rate","Dementia","0",""
"2013","Females","Less than 65 years","Switzerland","Rate","Dementia","0.35",""
"2013","Females","Less than 65 years","United Kingdom","Rate","Dementia","0.57",""
"2013","Females","Less than 65 years","Serbia","Rate","Dementia","0.13",""
"2013","Females","Less than 65 years","Turkey","Rate","Dementia","0.01",""
"2013","Females","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","168.21","d"
"2013","Females","65 years or over","Belgium","Rate","Dementia","202.16",""
"2013","Females","65 years or over","Bulgaria","Rate","Dementia","4.2",""
"2013","Females","65 years or over","Czechia","Rate","Dementia","72.06",""
"2013","Females","65 years or over","Denmark","Rate","Dementia","270.78",""
"2013","Females","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","185.91",""
"2013","Females","65 years or over","Estonia","Rate","Dementia","14.46",""
"2013","Females","65 years or over","Ireland","Rate","Dementia","256.51",""
"2013","Females","65 years or over","Greece","Rate","Dementia","6.52",""
"2013","Females","65 years or over","Spain","Rate","Dementia","179.91",""
"2013","Females","65 years or over","France","Rate","Dementia","118.59",""
"2013","Females","65 years or over","Croatia","Rate","Dementia","70.62","d"
"2013","Females","65 years or over","Italy","Rate","Dementia","119.14",""
"2013","Females","65 years or over","Cyprus","Rate","Dementia","79.4",""
"2013","Females","65 years or over","Latvia","Rate","Dementia","58.67",""
"2013","Females","65 years or over","Lithuania","Rate","Dementia","15.21",""
"2013","Females","65 years or over","Luxembourg","Rate","Dementia","228.46",""
"2013","Females","65 years or over","Hungary","Rate","Dementia","170.82","d"
"2013","Females","65 years or over","Malta","Rate","Dementia","235.4",""
"2013","Females","65 years or over","Netherlands","Rate","Dementia","391.41",""
"2013","Females","65 years or over","Austria","Rate","Dementia","63.81",""
"2013","Females","65 years or over","Poland","Rate","Dementia","3.17",""
"2013","Females","65 years or over","Portugal","Rate","Dementia","99.12",""
"2013","Females","65 years or over","Romania","Rate","Dementia","0.05",""
"2013","Females","65 years or over","Slovenia","Rate","Dementia",":",""
"2013","Females","65 years or over","Slovakia","Rate","Dementia","107.92",""
"2013","Females","65 years or over","Finland","Rate","Dementia","201.4",""
"2013","Females","65 years or over","Sweden","Rate","Dementia","306.62",""
"2013","Females","65 years or over","Iceland","Rate","Dementia","143.69",""
"2013","Females","65 years or over","Liechtenstein","Rate","Dementia",":",""
"2013","Females","65 years or over","Norway","Rate","Dementia","247.32",""
"2013","Females","65 years or over","Switzerland","Rate","Dementia","316.64",""
"2013","Females","65 years or over","United Kingdom","Rate","Dementia","388.94",""
"2013","Females","65 years or over","Serbia","Rate","Dementia","80.4",""
"2013","Females","65 years or over","Turkey","Rate","Dementia","6.07","d"
"2014","Total","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","33.46",""
"2014","Total","Total","Belgium","Rate","Dementia","35.91",""
"2014","Total","Total","Bulgaria","Rate","Dementia","0.27",""
"2014","Total","Total","Czechia","Rate","Dementia","13.65",""
"2014","Total","Total","Denmark","Rate","Dementia","51.3",""
"2014","Total","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","35.52",""
"2014","Total","Total","Estonia","Rate","Dementia","3.38",""
"2014","Total","Total","Ireland","Rate","Dementia","51.08",""
"2014","Total","Total","Greece","Rate","Dementia","4.48",""
"2014","Total","Total","Spain","Rate","Dementia","36.88",""
"2014","Total","Total","France","Rate","Dementia","23.62",""
"2014","Total","Total","Croatia","Rate","Dementia","15.55",""
"2014","Total","Total","Italy","Rate","Dementia","22.36",""
"2014","Total","Total","Cyprus","Rate","Dementia","21.41",""
"2014","Total","Total","Latvia","Rate","Dementia","9.34",""
"2014","Total","Total","Lithuania","Rate","Dementia","2.64",""
"2014","Total","Total","Luxembourg","Rate","Dementia","38.76",""
"2014","Total","Total","Hungary","Rate","Dementia","32.96",""
"2014","Total","Total","Malta","Rate","Dementia","42.68",""
"2014","Total","Total","Netherlands","Rate","Dementia","70.32",""
"2014","Total","Total","Austria","Rate","Dementia","11.61",""
"2014","Total","Total","Poland","Rate","Dementia","0.52",""
"2014","Total","Total","Portugal","Rate","Dementia","24.08",""
"2014","Total","Total","Romania","Rate","Dementia",":",""
"2014","Total","Total","Slovenia","Rate","Dementia",":",""
"2014","Total","Total","Slovakia","Rate","Dementia","26.04",""
"2014","Total","Total","Finland","Rate","Dementia","39.82",""
"2014","Total","Total","Sweden","Rate","Dementia","56.96",""
"2014","Total","Total","Iceland","Rate","Dementia","35.51",""
"2014","Total","Total","Liechtenstein","Rate","Dementia","8.67",""
"2014","Total","Total","Norway","Rate","Dementia","49.79",""
"2014","Total","Total","Switzerland","Rate","Dementia","56.35",""
"2014","Total","Total","United Kingdom","Rate","Dementia","78.08",""
"2014","Total","Total","Serbia","Rate","Dementia","14.57",""
"2014","Total","Total","Turkey","Rate","Dementia","1.23","d"
"2014","Total","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.21",""
"2014","Total","Less than 65 years","Belgium","Rate","Dementia","0.27",""
"2014","Total","Less than 65 years","Bulgaria","Rate","Dementia","0.01",""
"2014","Total","Less than 65 years","Czechia","Rate","Dementia","0.21",""
"2014","Total","Less than 65 years","Denmark","Rate","Dementia","0.42",""
"2014","Total","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.22",""
"2014","Total","Less than 65 years","Estonia","Rate","Dementia","0.09",""
"2014","Total","Less than 65 years","Ireland","Rate","Dementia","0.39",""
"2014","Total","Less than 65 years","Greece","Rate","Dementia","0.16",""
"2014","Total","Less than 65 years","Spain","Rate","Dementia","0.33",""
"2014","Total","Less than 65 years","France","Rate","Dementia","0.14",""
"2014","Total","Less than 65 years","Croatia","Rate","Dementia","0.08",""
"2014","Total","Less than 65 years","Italy","Rate","Dementia","0.18",""
"2014","Total","Less than 65 years","Cyprus","Rate","Dementia","0",""
"2014","Total","Less than 65 years","Latvia","Rate","Dementia","0",""
"2014","Total","Less than 65 years","Lithuania","Rate","Dementia","0",""
"2014","Total","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2014","Total","Less than 65 years","Hungary","Rate","Dementia","0.56",""
"2014","Total","Less than 65 years","Malta","Rate","Dementia","0.51",""
"2014","Total","Less than 65 years","Netherlands","Rate","Dementia","0.35",""
"2014","Total","Less than 65 years","Austria","Rate","Dementia","0.11",""
"2014","Total","Less than 65 years","Poland","Rate","Dementia","0.01",""
"2014","Total","Less than 65 years","Portugal","Rate","Dementia","0.28",""
"2014","Total","Less than 65 years","Romania","Rate","Dementia",":",""
"2014","Total","Less than 65 years","Slovenia","Rate","Dementia",":",""
"2014","Total","Less than 65 years","Slovakia","Rate","Dementia","0.32",""
"2014","Total","Less than 65 years","Finland","Rate","Dementia","0.17",""
"2014","Total","Less than 65 years","Sweden","Rate","Dementia","0.24",""
"2014","Total","Less than 65 years","Iceland","Rate","Dementia","0.4",""
"2014","Total","Less than 65 years","Liechtenstein","Rate","Dementia","0",""
"2014","Total","Less than 65 years","Norway","Rate","Dementia","0.18",""
"2014","Total","Less than 65 years","Switzerland","Rate","Dementia","0.17",""
"2014","Total","Less than 65 years","United Kingdom","Rate","Dementia","0.36",""
"2014","Total","Less than 65 years","Serbia","Rate","Dementia","0.07",""
"2014","Total","Less than 65 years","Turkey","Rate","Dementia","0.01",""
"2014","Total","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","170.71",""
"2014","Total","65 years or over","Belgium","Rate","Dementia","183.07",""
"2014","Total","65 years or over","Bulgaria","Rate","Dementia","1.31",""
"2014","Total","65 years or over","Czechia","Rate","Dementia","69.14",""
"2014","Total","65 years or over","Denmark","Rate","Dementia","261.36",""
"2014","Total","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","181.25",""
"2014","Total","65 years or over","Estonia","Rate","Dementia","16.97",""
"2014","Total","65 years or over","Ireland","Rate","Dementia","260.32",""
"2014","Total","65 years or over","Greece","Rate","Dementia","22.3",""
"2014","Total","65 years or over","Spain","Rate","Dementia","187.77",""
"2014","Total","65 years or over","France","Rate","Dementia","120.52",""
"2014","Total","65 years or over","Croatia","Rate","Dementia","79.44",""
"2014","Total","65 years or over","Italy","Rate","Dementia","113.91",""
"2014","Total","65 years or over","Cyprus","Rate","Dementia","109.79",""
"2014","Total","65 years or over","Latvia","Rate","Dementia","47.91",""
"2014","Total","65 years or over","Lithuania","Rate","Dementia","13.56",""
"2014","Total","65 years or over","Luxembourg","Rate","Dementia","198.79",""
"2014","Total","65 years or over","Hungary","Rate","Dementia","166.69",""
"2014","Total","65 years or over","Malta","Rate","Dementia","216.77",""
"2014","Total","65 years or over","Netherlands","Rate","Dementia","359.2",""
"2014","Total","65 years or over","Austria","Rate","Dementia","59.1",""
"2014","Total","65 years or over","Poland","Rate","Dementia","2.63",""
"2014","Total","65 years or over","Portugal","Rate","Dementia","122.37",""
"2014","Total","65 years or over","Romania","Rate","Dementia",":",""
"2014","Total","65 years or over","Slovenia","Rate","Dementia",":",""
"2014","Total","65 years or over","Slovakia","Rate","Dementia","132.22",""
"2014","Total","65 years or over","Finland","Rate","Dementia","203.5",""
"2014","Total","65 years or over","Sweden","Rate","Dementia","291.09",""
"2014","Total","65 years or over","Iceland","Rate","Dementia","180.42",""
"2014","Total","65 years or over","Liechtenstein","Rate","Dementia","44.47",""
"2014","Total","65 years or over","Norway","Rate","Dementia","254.6",""
"2014","Total","65 years or over","Switzerland","Rate","Dementia","288.25",""
"2014","Total","65 years or over","United Kingdom","Rate","Dementia","398.92",""
"2014","Total","65 years or over","Serbia","Rate","Dementia","74.46",""
"2014","Total","65 years or over","Turkey","Rate","Dementia","6.25","d"
"2014","Males","Total","European Union - 28 countries (2013-2020)","Rate","Dementia","32.08",""
"2014","Males","Total","Belgium","Rate","Dementia","34.69",""
"2014","Males","Total","Bulgaria","Rate","Dementia","0.15",""
"2014","Males","Total","Czechia","Rate","Dementia","14.79",""
"2014","Males","Total","Denmark","Rate","Dementia","45.77",""
"2014","Males","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","33.02",""
"2014","Males","Total","Estonia","Rate","Dementia","4.95",""
"2014","Males","Total","Ireland","Rate","Dementia","46.95",""
"2014","Males","Total","Greece","Rate","Dementia","3.4",""
"2014","Males","Total","Spain","Rate","Dementia","34.74",""
"2014","Males","Total","France","Rate","Dementia","24.12",""
"2014","Males","Total","Croatia","Rate","Dementia","13.34",""
"2014","Males","Total","Italy","Rate","Dementia","21.09",""
"2014","Males","Total","Cyprus","Rate","Dementia","15.78",""
"2014","Males","Total","Latvia","Rate","Dementia","6.88",""
"2014","Males","Total","Lithuania","Rate","Dementia","2.2",""
"2014","Males","Total","Luxembourg","Rate","Dementia","50.65",""
"2014","Males","Total","Hungary","Rate","Dementia","32.26",""
"2014","Males","Total","Malta","Rate","Dementia","39.21",""
"2014","Males","Total","Netherlands","Rate","Dementia","64.1",""
"2014","Males","Total","Austria","Rate","Dementia","10.68",""
"2014","Males","Total","Poland","Rate","Dementia","0.48",""
"2014","Males","Total","Portugal","Rate","Dementia","26.72",""
"2014","Males","Total","Romania","Rate","Dementia",":",""
"2014","Males","Total","Slovenia","Rate","Dementia",":",""
"2014","Males","Total","Slovakia","Rate","Dementia","27.26",""
"2014","Males","Total","Finland","Rate","Dementia","38.91",""
"2014","Males","Total","Sweden","Rate","Dementia","50.8",""
"2014","Males","Total","Iceland","Rate","Dementia","38",""
"2014","Males","Total","Liechtenstein","Rate","Dementia","9.96",""
"2014","Males","Total","Norway","Rate","Dementia","46.66",""
"2014","Males","Total","Switzerland","Rate","Dementia","54.97",""
"2014","Males","Total","United Kingdom","Rate","Dementia","72.64",""
"2014","Males","Total","Serbia","Rate","Dementia","10.82",""
"2014","Males","Total","Turkey","Rate","Dementia","1.29","d"
"2014","Males","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia","0.24",""
"2014","Males","Less than 65 years","Belgium","Rate","Dementia","0.29",""
"2014","Males","Less than 65 years","Bulgaria","Rate","Dementia","0.03",""
"2014","Males","Less than 65 years","Czechia","Rate","Dementia","0.36",""
"2014","Males","Less than 65 years","Denmark","Rate","Dementia","0.31",""
"2014","Males","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.24",""
"2014","Males","Less than 65 years","Estonia","Rate","Dementia","0.2",""
"2014","Males","Less than 65 years","Ireland","Rate","Dementia","0.33",""
"2014","Males","Less than 65 years","Greece","Rate","Dementia","0.17",""
"2014","Males","Less than 65 years","Spain","Rate","Dementia","0.35",""
"2014","Males","Less than 65 years","France","Rate","Dementia","0.19",""
"2014","Males","Less than 65 years","Croatia","Rate","Dementia","0.05",""
"2014","Males","Less than 65 years","Italy","Rate","Dementia","0.24",""
"2014","Males","Less than 65 years","Cyprus","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Latvia","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Lithuania","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Luxembourg","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Hungary","Rate","Dementia","0.76",""
"2014","Males","Less than 65 years","Malta","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Netherlands","Rate","Dementia","0.24",""
"2014","Males","Less than 65 years","Austria","Rate","Dementia","0.16",""
"2014","Males","Less than 65 years","Poland","Rate","Dementia","0.01",""
"2014","Males","Less than 65 years","Portugal","Rate","Dementia","0.34",""
"2014","Males","Less than 65 years","Romania","Rate","Dementia",":",""
"2014","Males","Less than 65 years","Slovenia","Rate","Dementia",":",""
"2014","Males","Less than 65 years","Slovakia","Rate","Dementia","0.5",""
"2014","Males","Less than 65 years","Finland","Rate","Dementia","0.25",""
"2014","Males","Less than 65 years","Sweden","Rate","Dementia","0.22",""
"2014","Males","Less than 65 years","Iceland","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Liechtenstein","Rate","Dementia","0",""
"2014","Males","Less than 65 years","Norway","Rate","Dementia","0.21",""
"2014","Males","Less than 65 years","Switzerland","Rate","Dementia","0.25",""
"2014","Males","Less than 65 years","United Kingdom","Rate","Dementia","0.4",""
"2014","Males","Less than 65 years","Serbia","Rate","Dementia","0.03",""
"2014","Males","Less than 65 years","Turkey","Rate","Dementia","0.01",""
"2014","Males","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia","163.51",""
"2014","Males","65 years or over","Belgium","Rate","Dementia","176.68",""
"2014","Males","65 years or over","Bulgaria","Rate","Dementia","0.65",""
"2014","Males","65 years or over","Czechia","Rate","Dementia","74.37",""
"2014","Males","65 years or over","Denmark","Rate","Dementia","233.43",""
"2014","Males","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","168.33",""
"2014","Males","65 years or over","Estonia","Rate","Dementia","24.56",""
"2014","Males","65 years or over","Ireland","Rate","Dementia","239.41",""
"2014","Males","65 years or over","Greece","Rate","Dementia","16.72",""
"2014","Males","65 years or over","Spain","Rate","Dementia","176.75",""
"2014","Males","65 years or over","France","Rate","Dementia","122.92",""
"2014","Males","65 years or over","Croatia","Rate","Dementia","68.18",""
"2014","Males","65 years or over","Italy","Rate","Dementia","107.14",""
"2014","Males","65 years or over","Cyprus","Rate","Dementia","80.91",""
"2014","Males","65 years or over","Latvia","Rate","Dementia","35.28",""
"2014","Males","65 years or over","Lithuania","Rate","Dementia","11.3",""
"2014","Males","65 years or over","Luxembourg","Rate","Dementia","259.73",""
"2014","Males","65 years or over","Hungary","Rate","Dementia","162.26",""
"2014","Males","65 years or over","Malta","Rate","Dementia","201.07",""
"2014","Males","65 years or over","Netherlands","Rate","Dementia","327.73",""
"2014","Males","65 years or over","Austria","Rate","Dementia","54.11",""
"2014","Males","65 years or over","Poland","Rate","Dementia","2.4",""
"2014","Males","65 years or over","Portugal","Rate","Dementia","135.62",""
"2014","Males","65 years or over","Romania","Rate","Dementia",":",""
"2014","Males","65 years or over","Slovenia","Rate","Dementia",":",""
"2014","Males","65 years or over","Slovakia","Rate","Dementia","137.74",""
"2014","Males","65 years or over","Finland","Rate","Dementia","198.51",""
"2014","Males","65 years or over","Sweden","Rate","Dementia","259.64",""
"2014","Males","65 years or over","Iceland","Rate","Dementia","194.88",""
"2014","Males","65 years or over","Liechtenstein","Rate","Dementia","51.08",""
"2014","Males","65 years or over","Norway","Rate","Dementia","238.45",""
"2014","Males","65 years or over","Switzerland","Rate","Dementia","280.84",""
"2014","Males","65 years or over","United Kingdom","Rate","Dementia","370.86",""
"2014","Males","65 years or over","Serbia","Rate","Dementia","55.35",""
